,Year,Selling_Price,Kms_Driven,Fuel_Type,Transmission,Owner,Brand
3577,2016,330000.0,72500,Petrol,Manual,First Owner,Maruti
3578,2013,280000.0,76600,Petrol,Manual,First Owner,Maruti
3579,2014,470000.0,40000,Petrol,Manual,First Owner,Maruti
3580,2011,350000.0,110000,Diesel,Manual,First Owner,Volkswagen
3581,2012,480000.0,63000,Petrol,Manual,First Owner,Honda
3582,2016,620000.0,60000,Diesel,Manual,First Owner,Hyundai
3583,2014,250000.0,58000,Petrol,Manual,First Owner,Datsun
3584,2010,78692.0,80000,Petrol,Manual,Second Owner,Chevrolet
3585,2012,350000.0,80000,Diesel,Manual,First Owner,Hyundai
3586,2013,250000.0,70000,Petrol,Manual,Second Owner,Maruti
3587,2011,260000.0,97700,Petrol,Manual,Others,Hyundai
3588,2016,640000.0,36000,Diesel,Manual,Second Owner,Honda
3589,2008,220000.0,90000,Diesel,Manual,Second Owner,Tata
3590,2015,465000.0,130000,Diesel,Manual,First Owner,Volkswagen
3591,2010,229999.0,120000,Diesel,Manual,Second Owner,Maruti
3592,2018,425000.0,15000,Petrol,Manual,First Owner,Maruti
3593,2008,95000.0,120000,Petrol,Manual,Others,Tata
3594,2012,170000.0,170000,others,Manual,Others,Hyundai
3595,2016,229999.0,37500,Petrol,Manual,Second Owner,Datsun
3596,1999,45000.0,50000,Petrol,Manual,Others,Maruti
3597,2007,479000.0,145000,Petrol,Manual,Others,Maruti
3598,2016,370000.0,60000,Petrol,Manual,First Owner,Mahindra
3599,2016,340000.0,30000,Petrol,Manual,First Owner,Hyundai
3600,2016,620000.0,35000,Petrol,Manual,First Owner,Maruti
3601,2012,270000.0,60000,Diesel,Manual,First Owner,Tata
3602,2018,400000.0,35000,Diesel,Manual,First Owner,Tata
3603,2015,260000.0,40000,Petrol,Manual,First Owner,Maruti
3604,2003,48000.0,50000,Petrol,Manual,Others,Hyundai
3605,2015,100000.0,23800,Petrol,Manual,Second Owner,Tata
3606,2015,490000.0,70000,Diesel,Manual,First Owner,Nissan
3607,2010,120000.0,90000,others,Manual,Second Owner,Maruti
3608,2008,125000.0,102000,Petrol,Manual,Second Owner,Hyundai
3609,2013,160000.0,80000,Petrol,Manual,First Owner,Hyundai
3610,2019,190000.0,5000,Petrol,Manual,First Owner,Maruti
3612,2011,250000.0,50000,Petrol,Manual,First Owner,Hyundai
3613,2019,500000.0,15000,Petrol,Manual,First Owner,Maruti
3614,2008,400000.0,35000,Petrol,Manual,Second Owner,Toyota
3615,2011,500000.0,20000,Petrol,Manual,First Owner,Others
3617,2008,320000.0,90000,Petrol,Manual,First Owner,Honda
3618,2007,250000.0,47000,Petrol,Automatic,First Owner,Honda
3619,2010,105000.0,90000,Diesel,Manual,Others,Ford
3620,2018,550000.0,20000,Petrol,Manual,First Owner,Hyundai
3621,2019,600000.0,1100,Petrol,Automatic,First Owner,Hyundai
3622,2020,210000.0,40000,Petrol,Manual,First Owner,Maruti
3623,2012,210000.0,15000,Petrol,Manual,First Owner,Maruti
3624,2009,150000.0,40000,Petrol,Manual,First Owner,Maruti
3625,2008,125000.0,60000,Petrol,Manual,First Owner,Hyundai
3626,2016,380000.0,20000,Petrol,Manual,First Owner,Maruti
3627,2019,600000.0,5000,Petrol,Manual,First Owner,Maruti
3628,2016,490000.0,27000,Petrol,Manual,First Owner,Maruti
3629,2018,545000.0,38000,Diesel,Manual,Second Owner,Maruti
3630,2015,250000.0,25000,Petrol,Manual,First Owner,Maruti
3631,2020,1050000.0,1100,Petrol,Manual,First Owner,Hyundai
3632,2007,100000.0,100000,Petrol,Manual,First Owner,Maruti
3633,2014,250000.0,100000,Diesel,Manual,Second Owner,Ford
3634,2007,100000.0,110000,Petrol,Manual,First Owner,Maruti
3635,2016,350000.0,60000,Diesel,Manual,Second Owner,Ford
3636,2012,370000.0,70000,Diesel,Manual,Second Owner,Renault
3637,2004,121000.0,110000,Petrol,Manual,Second Owner,Maruti
3638,2017,570000.0,44077,Petrol,Automatic,First Owner,Ford
3639,2017,785000.0,24000,Diesel,Manual,First Owner,Maruti
3640,2018,850000.0,30000,Diesel,Manual,First Owner,Maruti
3641,2016,375000.0,30000,Petrol,Manual,Second Owner,Maruti
3642,2017,619000.0,40000,Petrol,Manual,First Owner,Maruti
3643,2011,335000.0,90000,Diesel,Manual,Second Owner,Chevrolet
3644,2006,500000.0,50000,Diesel,Manual,First Owner,Toyota
3645,2003,60000.0,100000,Petrol,Manual,Second Owner,Maruti
3646,2010,130000.0,50000,Petrol,Manual,Second Owner,Maruti
3649,2013,270000.0,70000,Diesel,Manual,Second Owner,Tata
3650,2010,225000.0,100000,Petrol,Manual,Second Owner,Maruti
3651,2011,150000.0,160000,Petrol,Manual,Second Owner,Maruti
3652,2013,173000.0,70000,Diesel,Manual,First Owner,Chevrolet
3654,2017,710000.0,110000,Diesel,Automatic,First Owner,Volkswagen
3656,2017,550000.0,20000,Petrol,Manual,First Owner,Maruti
3657,2008,58000.0,70000,Petrol,Manual,Second Owner,Maruti
3658,2012,1200000.0,60000,Petrol,Automatic,Others,Audi
3659,2013,500000.0,150000,Diesel,Manual,First Owner,Mahindra
3660,2009,120000.0,83000,Petrol,Manual,Second Owner,Maruti
3662,2018,300000.0,30000,Petrol,Manual,First Owner,Hyundai
3663,2015,295000.0,21000,Petrol,Manual,First Owner,Datsun
3664,2018,587000.0,80000,others,Manual,First Owner,Maruti
3665,2012,430000.0,50000,Petrol,Manual,Second Owner,Others
3666,2007,123000.0,50000,Petrol,Manual,Second Owner,Hyundai
3667,2012,450000.0,48500,Diesel,Automatic,Second Owner,Skoda
3668,2007,130000.0,60000,Petrol,Manual,Others,Maruti
3669,2010,110000.0,90000,Diesel,Manual,Second Owner,Tata
3671,2015,320000.0,70000,Petrol,Manual,Second Owner,Hyundai
3672,2014,300000.0,50000,Petrol,Manual,First Owner,Maruti
3673,2016,350000.0,110000,Petrol,Manual,First Owner,Volkswagen
3674,2018,800000.0,50000,Petrol,Manual,First Owner,Maruti
3676,2017,540000.0,60000,Petrol,Manual,First Owner,Hyundai
3677,2011,160000.0,60000,others,Manual,Second Owner,Maruti
3678,2013,340000.0,100000,Diesel,Manual,Second Owner,Maruti
3679,2017,350000.0,40000,Petrol,Manual,Second Owner,Maruti
3680,2011,300000.0,100000,Diesel,Manual,First Owner,Volkswagen
3681,2013,330000.0,63000,Diesel,Manual,First Owner,Maruti
3682,2016,325000.0,80000,others,Manual,Second Owner,Maruti
3683,2013,250000.0,55000,Diesel,Manual,First Owner,Maruti
3684,2013,250000.0,55000,Diesel,Manual,First Owner,Maruti
3685,2015,240000.0,60000,Petrol,Manual,First Owner,Chevrolet
3686,2020,545000.0,5000,Petrol,Manual,First Owner,Hyundai
3687,2015,300000.0,48000,Petrol,Manual,First Owner,Hyundai
3688,2010,130000.0,80000,Petrol,Manual,Second Owner,Chevrolet
3689,2017,240000.0,50000,Petrol,Manual,First Owner,Renault
3690,2018,360000.0,15000,Petrol,Manual,First Owner,Renault
3691,2012,250000.0,70000,Diesel,Manual,First Owner,Hyundai
3692,2019,475000.0,105000,Diesel,Automatic,First Owner,Skoda
3693,2016,600000.0,50000,Diesel,Manual,Second Owner,Hyundai
3694,2010,150000.0,80000,Diesel,Manual,Second Owner,Tata
3695,2017,700000.0,50000,Diesel,Manual,First Owner,Ford
3696,2016,1290000.0,5000,Diesel,Manual,First Owner,Mahindra
3697,2004,80000.0,58000,Petrol,Manual,First Owner,Hyundai
3698,2015,425000.0,12000,Petrol,Manual,First Owner,Hyundai
3699,2018,500000.0,10000,Petrol,Automatic,First Owner,Maruti
3700,2012,193000.0,45000,Petrol,Manual,Second Owner,Hyundai
3701,2015,800000.0,10000,Petrol,Manual,First Owner,Honda
3702,2008,150000.0,50000,Petrol,Manual,First Owner,Maruti
3703,2002,80000.0,40000,Petrol,Manual,Others,Maruti
3704,2010,130000.0,100000,Diesel,Manual,Others,Ford
3705,2012,280000.0,80000,Diesel,Manual,Second Owner,Ford
3706,2011,229999.0,110000,Diesel,Manual,Second Owner,Mahindra
3707,2008,80000.0,120000,Petrol,Manual,First Owner,Maruti
3708,2010,70000.0,10000,Petrol,Manual,First Owner,Tata
3709,2013,240000.0,60000,Diesel,Manual,Second Owner,Maruti
3710,2010,380000.0,72000,Diesel,Manual,Second Owner,Mahindra
3711,2013,240000.0,60000,Diesel,Manual,Second Owner,Maruti
3712,2006,80000.0,110000,Petrol,Manual,First Owner,Hyundai
3713,2013,265000.0,50000,Petrol,Manual,First Owner,Hyundai
3714,2018,320000.0,25000,Petrol,Manual,First Owner,Hyundai
3715,2014,500000.0,120000,Diesel,Manual,Others,Nissan
3716,2016,1300000.0,55000,Diesel,Manual,First Owner,Hyundai
3719,2014,600000.0,80000,Diesel,Manual,Second Owner,Mahindra
3720,2018,420000.0,80000,Petrol,Manual,First Owner,Tata
3721,2009,140000.0,120000,Petrol,Manual,First Owner,Maruti
3722,2010,300000.0,100000,Diesel,Manual,Second Owner,Skoda
3723,2006,100000.0,60000,Petrol,Manual,Second Owner,Hyundai
3724,2017,350000.0,25000,Petrol,Manual,First Owner,Maruti
3725,2018,850000.0,19000,Petrol,Manual,First Owner,Ford
3726,2008,140000.0,54000,Petrol,Manual,First Owner,Maruti
3727,2015,550000.0,17100,Petrol,Manual,Second Owner,Ford
3728,2017,525000.0,19000,Petrol,Automatic,First Owner,Hyundai
3729,2015,470000.0,146000,Diesel,Manual,First Owner,Ford
3730,2013,900000.0,98000,Diesel,Automatic,First Owner,Ford
3732,1998,80000.0,120000,Petrol,Manual,Second Owner,Maruti
3734,2017,1350000.0,15000,Diesel,Automatic,Second Owner,Mahindra
3735,2017,800000.0,50000,Diesel,Manual,First Owner,Renault
3736,2017,250000.0,15000,Petrol,Manual,First Owner,Datsun
3737,2018,700000.0,25000,Petrol,Automatic,First Owner,Maruti
3738,2019,800000.0,25000,Diesel,Manual,First Owner,Tata
3739,2013,660000.0,69000,Diesel,Manual,First Owner,Mahindra
3740,2015,465000.0,60000,Diesel,Manual,Others,Maruti
3742,2017,600000.0,66000,Diesel,Manual,Others,Maruti
3743,2010,150000.0,110000,Petrol,Manual,First Owner,Ford
3744,2014,450000.0,78000,Diesel,Manual,Second Owner,Hyundai
3745,2019,721000.0,10000,Petrol,Manual,First Owner,Hyundai
3746,2018,300000.0,35000,Petrol,Manual,First Owner,Maruti
3747,2019,1000000.0,10000,Diesel,Manual,First Owner,Mahindra
3748,2016,300000.0,40000,Petrol,Manual,First Owner,Renault
3749,2013,450000.0,120000,Diesel,Manual,First Owner,Mahindra
3750,1997,79000.0,70000,Petrol,Automatic,First Owner,Maruti
3751,2017,545000.0,40000,Diesel,Manual,First Owner,Ford
3752,2018,844999.0,20000,Diesel,Manual,First Owner,Honda
3753,2016,700000.0,93000,Diesel,Manual,First Owner,Skoda
3754,2016,650000.0,159000,Diesel,Manual,First Owner,Toyota
3755,2014,525000.0,75000,Diesel,Manual,Second Owner,Ford
3756,2006,110000.0,101100,Diesel,Manual,Others,Ford
3757,2011,180000.0,66000,Diesel,Manual,First Owner,Tata
3758,2012,280000.0,30000,Petrol,Manual,Second Owner,Hyundai
3759,2019,400000.0,10000,Petrol,Manual,First Owner,Renault
3760,2012,625000.0,126000,Diesel,Manual,Second Owner,Mahindra
3761,2015,535000.0,70000,Diesel,Manual,First Owner,Volkswagen
3762,2017,459999.0,50000,Diesel,Manual,First Owner,Maruti
3763,2010,300000.0,100000,Diesel,Manual,First Owner,Mahindra
3764,2007,280000.0,60000,Petrol,Automatic,First Owner,Honda
3765,2014,500000.0,70000,Petrol,Manual,First Owner,Honda
3766,2019,1200000.0,1200,Petrol,Manual,First Owner,Hyundai
3767,2016,300000.0,40000,Petrol,Manual,First Owner,Renault
3768,2011,180000.0,80000,Diesel,Manual,Others,Tata
3769,2011,180000.0,134444,Petrol,Automatic,Second Owner,Hyundai
3770,2009,78000.0,120000,Petrol,Manual,Second Owner,Maruti
3771,2011,160000.0,120000,Diesel,Manual,First Owner,Nissan
3773,2008,110000.0,100000,Petrol,Manual,Second Owner,Maruti
3774,2011,450000.0,110000,Diesel,Manual,Second Owner,Mahindra
3775,2019,1350000.0,35000,Diesel,Manual,First Owner,Mahindra
3776,2003,120000.0,165000,Petrol,Manual,Second Owner,Honda
3777,2018,1040000.0,42000,Diesel,Manual,First Owner,Honda
3778,2014,390000.0,70000,Diesel,Manual,Second Owner,Hyundai
3779,2011,65000.0,60000,Petrol,Manual,Second Owner,Tata
3780,2013,320000.0,115000,Diesel,Manual,Others,Volkswagen
3781,2017,720000.0,70000,Diesel,Manual,First Owner,Volkswagen
3782,2007,220000.0,80000,Petrol,Manual,Second Owner,Maruti
3783,2011,225000.0,65000,Petrol,Manual,First Owner,Maruti
3784,2010,200000.0,150000,Diesel,Manual,Second Owner,Tata
3785,2015,434999.0,75000,Diesel,Manual,Second Owner,Toyota
3786,2012,300000.0,63700,Diesel,Manual,First Owner,Ford
3787,2018,700000.0,74800,Diesel,Manual,First Owner,Honda
3788,2009,500000.0,105000,Diesel,Manual,Second Owner,Ford
3789,2016,500000.0,40000,Diesel,Manual,First Owner,Renault
3790,2016,400000.0,90000,Diesel,Manual,Second Owner,Maruti
3791,2015,825000.0,75000,Diesel,Manual,Second Owner,Toyota
3792,2018,720000.0,15000,Diesel,Manual,First Owner,Maruti
3793,2009,110000.0,30000,Petrol,Manual,Second Owner,Maruti
3794,2014,600000.0,100000,Diesel,Manual,Second Owner,Mahindra
3795,2009,275000.0,155000,Diesel,Automatic,Others,Mahindra
3797,2017,740000.0,60000,Diesel,Manual,First Owner,Hyundai
3798,2017,800000.0,90000,Diesel,Manual,First Owner,Maruti
3799,2019,1100000.0,100000,Diesel,Manual,First Owner,Hyundai
3800,2012,750000.0,100000,Diesel,Automatic,Second Owner,BMW
3801,2012,200000.0,90000,Petrol,Manual,Second Owner,Maruti
3802,2009,210000.0,75000,Diesel,Manual,First Owner,Tata
3803,2009,270000.0,120000,Diesel,Manual,Second Owner,Maruti
3804,2016,630000.0,90000,Diesel,Manual,Second Owner,Toyota
3805,2015,375000.0,55000,Petrol,Manual,First Owner,Hyundai
3806,2010,300000.0,70000,Diesel,Manual,First Owner,Mahindra
3807,2016,580000.0,95000,Diesel,Manual,Second Owner,Mahindra
3808,2014,550000.0,50000,Diesel,Manual,First Owner,Hyundai
3809,2016,750000.0,50000,Diesel,Manual,First Owner,Maruti
3810,2014,250000.0,60516,Petrol,Manual,First Owner,Maruti
3812,2007,900000.0,76731,Diesel,Automatic,First Owner,Mercedes-Benz
3813,2016,685000.0,64000,Diesel,Manual,First Owner,Maruti
3814,2014,540000.0,65000,Diesel,Manual,First Owner,Maruti
3815,2018,1165000.0,13000,Petrol,Automatic,Others,Honda
3816,2014,610000.0,77000,Diesel,Manual,First Owner,Ford
3817,2011,254999.0,24000,Petrol,Manual,First Owner,Hyundai
3818,2014,280000.0,63840,Petrol,Manual,First Owner,Nissan
3819,2017,370000.0,25000,Petrol,Manual,First Owner,Tata
3820,2011,459999.0,76400,Diesel,Manual,Second Owner,Tata
3821,1998,42000.0,70000,Petrol,Manual,Others,Maruti
3822,1998,42000.0,70000,Petrol,Manual,Others,Maruti
3823,2011,190000.0,80000,Diesel,Manual,Others,Others
3824,2010,165000.0,100000,Petrol,Manual,Others,Others
3825,2017,710000.0,40000,Diesel,Manual,First Owner,Ford
3826,2018,1200000.0,15000,Petrol,Manual,First Owner,Hyundai
3827,2011,229999.0,70000,Petrol,Manual,First Owner,Maruti
3828,2018,310000.0,15000,Petrol,Manual,First Owner,Renault
3829,2015,320000.0,40000,Petrol,Manual,First Owner,Maruti
3830,2006,100000.0,54000,Petrol,Manual,First Owner,Maruti
3831,2009,160000.0,90000,Diesel,Manual,First Owner,Hyundai
3832,2007,60000.0,52000,Petrol,Manual,First Owner,Maruti
3834,2016,350000.0,35000,Diesel,Manual,Second Owner,Chevrolet
3835,2017,700000.0,60000,Diesel,Manual,First Owner,Renault
3836,2017,300000.0,31489,Petrol,Manual,First Owner,Maruti
3837,2018,830000.0,40000,Diesel,Manual,First Owner,Hyundai
3838,2013,220000.0,110000,Diesel,Manual,First Owner,Mahindra
3839,2009,130000.0,50000,Diesel,Manual,First Owner,Tata
3840,2012,330000.0,44000,Petrol,Manual,First Owner,Hyundai
3841,2010,254999.0,90000,Petrol,Manual,Second Owner,Honda
3842,2014,600000.0,50000,Petrol,Manual,Second Owner,Hyundai
3843,2012,210000.0,50000,Petrol,Manual,First Owner,Hyundai
3844,2007,120000.0,81366,Petrol,Manual,First Owner,Maruti
3845,2006,95000.0,110000,Petrol,Manual,First Owner,Maruti
3847,2010,229999.0,70000,Petrol,Manual,First Owner,Hyundai
3848,2013,400000.0,100000,Diesel,Manual,First Owner,Hyundai
3849,2005,300000.0,70000,Petrol,Manual,Second Owner,Maruti
3850,2013,300000.0,50000,Diesel,Manual,First Owner,Ford
3852,2008,80000.0,50000,Petrol,Manual,Second Owner,Maruti
3853,2007,100000.0,90000,Petrol,Manual,Second Owner,Maruti
3854,2012,300000.0,110000,Diesel,Manual,First Owner,Tata
3855,2018,700000.0,26000,Petrol,Automatic,First Owner,Maruti
3856,2016,975000.0,65000,Diesel,Manual,First Owner,Maruti
3857,2009,500000.0,130000,Diesel,Manual,First Owner,Chevrolet
3858,2013,550000.0,75000,Diesel,Manual,Second Owner,Renault
3859,2014,550000.0,110000,Diesel,Manual,Second Owner,Nissan
3860,2014,240000.0,50000,Petrol,Manual,First Owner,Maruti
3861,1997,50000.0,80000,Petrol,Manual,Second Owner,Maruti
3862,2009,120000.0,80000,Petrol,Manual,Second Owner,Tata
3863,2013,900000.0,60000,Petrol,Manual,Second Owner,Maruti
3864,2009,250000.0,90000,Petrol,Manual,Second Owner,Honda
3865,2017,280000.0,36000,Petrol,Manual,First Owner,Renault
3866,2010,85000.0,87000,Diesel,Manual,First Owner,Tata
3867,2011,90000.0,80000,Diesel,Manual,First Owner,Tata
3868,2015,500000.0,50000,Diesel,Manual,First Owner,Chevrolet
3869,2013,200000.0,60000,Petrol,Manual,First Owner,Maruti
3870,2015,250000.0,50000,Petrol,Manual,First Owner,Renault
3871,2014,185000.0,40000,Diesel,Manual,Others,Maruti
3872,2008,100000.0,60000,Petrol,Manual,Second Owner,Hyundai
3873,2015,610000.0,55000,Diesel,Manual,First Owner,Toyota
3874,2012,290000.0,80000,Diesel,Manual,First Owner,Mahindra
3876,2015,225000.0,80000,Petrol,Manual,First Owner,Hyundai
3877,2017,320000.0,50000,Petrol,Manual,Second Owner,Maruti
3878,2012,135000.0,158000,Diesel,Manual,Others,Tata
3880,2016,400000.0,25000,Petrol,Manual,First Owner,Maruti
3881,2017,570000.0,35000,Petrol,Manual,First Owner,Hyundai
3882,2018,500000.0,12000,Petrol,Manual,First Owner,Maruti
3883,2015,130000.0,70000,Petrol,Manual,First Owner,Maruti
3884,2018,360000.0,4000,Petrol,Manual,First Owner,Tata
3885,2017,530000.0,10832,Petrol,Manual,First Owner,Ford
3886,2009,250000.0,50000,Petrol,Manual,First Owner,Hyundai
3887,2016,600000.0,19495,Petrol,Manual,First Owner,Nissan
3888,2013,570000.0,62668,Diesel,Manual,First Owner,Renault
3889,2013,850000.0,85710,Diesel,Manual,First Owner,Mahindra
3890,2011,250000.0,55130,Diesel,Manual,Second Owner,Ford
3891,2014,580000.0,63356,Diesel,Manual,Second Owner,Ford
3893,2010,180000.0,15000,Petrol,Manual,First Owner,Chevrolet
3894,2017,300000.0,50000,Petrol,Manual,First Owner,Tata
3895,2012,269000.0,70000,Petrol,Manual,Second Owner,Toyota
3896,2018,231999.0,20000,Petrol,Manual,First Owner,Maruti
3897,2011,150000.0,60000,Petrol,Manual,Others,Chevrolet
3898,2017,495000.0,5000,Petrol,Manual,First Owner,Hyundai
3899,2014,700000.0,15000,Petrol,Manual,First Owner,Maruti
3900,2018,400000.0,4400,Petrol,Manual,Second Owner,Datsun
3901,2019,599000.0,15000,Diesel,Manual,Others,Mahindra
3902,2013,421000.0,45000,Diesel,Manual,First Owner,Renault
3903,2018,841000.0,1000,Diesel,Manual,First Owner,Ford
3904,2014,295000.0,38500,Petrol,Manual,First Owner,Hyundai
3905,2011,220000.0,25000,Petrol,Manual,First Owner,Hyundai
3906,2013,250000.0,35000,Diesel,Manual,First Owner,Ford
3907,2009,1100000.0,110000,Diesel,Manual,Second Owner,Toyota
3908,2012,300000.0,40000,Petrol,Manual,First Owner,Hyundai
3909,2007,80000.0,110000,Petrol,Manual,Second Owner,Chevrolet
3910,2013,215000.0,20000,Diesel,Manual,Others,Chevrolet
3911,2012,245000.0,14987,Petrol,Manual,First Owner,Hyundai
3912,2016,650000.0,25061,Diesel,Manual,First Owner,Ford
3913,2017,760000.0,42494,Diesel,Manual,First Owner,Ford
3914,2014,395000.0,44875,Diesel,Manual,First Owner,Honda
3915,2014,280000.0,89741,Diesel,Manual,Second Owner,Ford
3916,2016,495000.0,65000,Diesel,Manual,First Owner,Honda
3917,2016,525000.0,35000,Diesel,Manual,First Owner,Honda
3919,2010,210000.0,34500,Diesel,Manual,First Owner,Tata
3920,2018,650000.0,30000,Petrol,Manual,First Owner,Hyundai
3922,2019,525000.0,16000,Diesel,Manual,First Owner,Ford
3923,2010,195000.0,80000,others,Manual,Second Owner,Maruti
3924,2016,650000.0,60000,Diesel,Manual,First Owner,Maruti
3925,2015,540000.0,110000,Diesel,Manual,First Owner,Mahindra
3926,2014,180000.0,61000,Petrol,Manual,First Owner,Maruti
3927,2017,750000.0,29000,Diesel,Manual,First Owner,Mahindra
3928,2018,980000.0,50000,Diesel,Manual,First Owner,Maruti
3929,2014,250000.0,90000,Diesel,Manual,First Owner,Others
3930,2018,550000.0,35000,Petrol,Automatic,First Owner,Hyundai
3931,2015,509999.0,43000,Petrol,Manual,Second Owner,Volkswagen
3932,2017,320000.0,50000,Petrol,Manual,First Owner,Maruti
3933,2016,275000.0,25000,Petrol,Manual,First Owner,Hyundai
3935,2009,145000.0,50000,Petrol,Manual,Second Owner,Maruti
3936,2013,250000.0,80000,Diesel,Manual,First Owner,Others
3937,2012,520000.0,35000,Diesel,Manual,First Owner,Hyundai
3938,2007,95000.0,85000,Petrol,Manual,Second Owner,Maruti
3939,2011,725000.0,110000,Diesel,Manual,Others,Toyota
3940,2006,55000.0,70000,Petrol,Manual,Second Owner,Maruti
3941,2014,600000.0,100000,Diesel,Manual,First Owner,Honda
3942,2013,330000.0,120000,Diesel,Manual,Second Owner,Volkswagen
3943,2015,470000.0,89000,Diesel,Manual,First Owner,Maruti
3944,2013,365000.0,120000,Diesel,Manual,First Owner,Maruti
3945,2013,250000.0,40000,Petrol,Manual,Second Owner,Hyundai
3946,2017,430000.0,17000,Petrol,Manual,First Owner,Maruti
3947,2013,400000.0,125000,Diesel,Manual,Second Owner,Maruti
3948,2015,615000.0,110000,Petrol,Manual,Second Owner,Maruti
3949,2011,150000.0,120000,Diesel,Manual,Second Owner,Ford
3950,2014,240000.0,90000,Diesel,Manual,First Owner,Ford
3951,2014,800000.0,90000,Diesel,Manual,First Owner,Mahindra
3952,2015,240000.0,110000,others,Manual,First Owner,Hyundai
3953,2014,600000.0,87000,Diesel,Manual,Second Owner,Ford
3954,2014,800000.0,15000,Diesel,Manual,First Owner,Mahindra
3955,2015,160000.0,70000,Petrol,Manual,First Owner,Hyundai
